Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201401BS70890,524880,180760,-0.201796,51.511921,1,3,1,1,30/12/2014,3,10:30,12,E09000020,6,0,6,30,3,4,4,415,0,0,1,1,1,0,0,1,2,E01002882
201401BS70892,524020,182330,-0.213631,51.52622,1,3,1,1,29/12/2014,2,20:24,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002852
201401BS70893,527440,178230,-0.165838,51.488613,1,3,2,1,29/12/2014,2,15:30,12,E09000020,3,3217,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002903
201401BS70895,527800,179630,-0.160149,51.501113,1,2,1,1,31/12/2014,4,19:15,12,E09000020,3,3216,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002818
201401BS70896,526330,177410,-0.18211,51.481492,1,3,2,1,12/12/2014,6,20:00,12,E09000020,3,3217,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,2,E01002913
201401BS70902,526800,178770,-0.174857,51.493609,1,3,1,1,19/12/2014,6,23:35,12,E09000020,3,3218,6,30,7,2,3,3218,0,5,4,1,1,0,0,1,2,E01002822
201401BS70907,524950,180390,-0.200919,51.50858,1,3,1,1,24/12/2014,4,11:00,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002883
201401BS70912,524270,179440,-0.211047,51.500192,1,3,2,1,30/12/2014,3,14:20,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002866
201401BS70918,524120,179620,-0.213143,51.501843,1,3,2,1,08/12/2014,2,20:00,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002866
201401BS79025,525800,179710,-0.188919,51.502281,1,3,2,1,16/12/2014,3,09:50,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01002889
201401CP00001,533540,181230,-0.076894,51.514166,48,3,1,1,01/01/2014,4,02:50,570,E09000001,3,11,2,30,3,4,3,1211,0,0,4,1,2,0,0,1,1,E01000005
201401CP00002,532680,181430,-0.089205,51.516166,48,3,1,1,08/01/2014,4,13:45,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00003,532090,181830,-0.097554,51.519898,48,2,1,1,09/01/2014,5,01:54,570,E09000001,3,1,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01000001
201401CP00004,531770,180950,-0.102492,51.512065,48,2,2,1,08/01/2014,4,17:00,570,E09000001,3,3211,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00005,533130,180920,-0.082916,51.511477,48,3,1,1,15/01/2014,4,08:05,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00006,531630,181170,-0.104426,51.514075,48,3,2,1,15/01/2014,4,15:55,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00007,532770,181770,-0.087781,51.5192,48,3,2,1,13/01/2014,2,15:59,570,E09000001,5,0,6,30,6,2,3,501,0,5,1,1,1,2,0,1,1,E01032739
201401CP00008,532090,181840,-0.09755,51.519988,48,3,2,1,16/01/2014,5,08:55,570,E09000001,3,1,6,30,3,2,5,0,0,5,1,9,1,0,0,1,2,E01000001
201401CP00009,532740,181050,-0.088484,51.512737,48,3,2,1,10/01/2014,6,07:41,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,1,E01032739
201401CP00010,533610,181410,-0.075818,51.515767,1,3,1,1,20/01/2014,2,08:55,5,E09000030,3,1210,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000005
201401CP00011,533320,181610,-0.079919,51.517633,48,3,1,1,17/01/2014,6,12:30,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00012,533710,180750,-0.074628,51.509812,1,3,2,1,28/01/2014,3,07:15,5,E09000030,3,100,6,30,6,2,3,1211,0,5,4,1,1,0,0,1,1,E01004293
201401CP00013,532640,181120,-0.089898,51.513389,48,3,2,1,27/01/2014,2,12:50,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00014,531540,181650,-0.105543,51.518409,1,3,2,1,25/01/2014,7,23:05,2,E09000007,3,201,6,30,6,2,4,500,0,5,4,1,1,0,0,1,1,E01032740
201401CP00015,532760,180720,-0.08832,51.509766,48,3,1,2,22/01/2014,4,18:20,570,E09000001,3,3211,6,30,6,2,3,3211,0,5,1,1,2,0,0,1,1,E01032739
201401CP00016,532860,181010,-0.086771,51.512349,48,3,1,1,23/01/2014,5,12:30,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00017,533370,181920,-0.079082,51.520407,48,3,2,1,29/01/2014,4,12:30,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,2,2,0,0,1,1,E01032739
201401CP00018,531560,181560,-0.105289,51.517596,48,2,2,1,29/01/2014,4,19:05,570,E09000001,3,201,6,30,3,4,5,0,0,0,4,5,2,0,0,1,1,E01032740
201401CP00019,533280,181590,-0.080503,51.517462,48,3,3,1,28/01/2014,3,09:42,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,1,1,1,E01032739
201401CP00020,532440,180810,-0.092895,51.51065,48,3,2,1,29/01/2014,4,09:58,570,E09000001,3,3211,6,30,3,2,3,300,0,5,1,1,1,0,0,1,1,E01032739
201401CP00021,531640,181120,-0.104301,51.513623,48,3,2,1,30/01/2014,5,08:49,570,E09000001,3,201,6,30,3,4,6,0,0,0,1,9,1,0,0,1,1,E01032740
201401CP00022,532760,180720,-0.08832,51.509766,48,3,2,1,22/01/2014,4,07:29,570,E09000001,3,3211,6,30,6,4,3,3211,0,0,4,1,2,0,0,1,1,E01032739
201401CP00023,531560,181560,-0.105289,51.517596,48,3,2,1,30/01/2014,5,05:25,570,E09000001,3,201,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,E01032740
201401CP00024,532640,181100,-0.089906,51.513209,48,3,2,1,30/01/2014,5,17:45,570,E09000001,5,0,6,30,7,2,5,0,0,5,4,1,1,0,0,1,2,E01032739
201401CP00025,533080,181250,-0.083512,51.514454,48,3,1,1,27/01/2014,2,18:30,570,E09000001,3,10,6,30,3,2,5,0,0,5,4,1,1,0,0,1,2,E01032739
201401CP00026,532710,181110,-0.088894,51.513283,48,3,1,1,14/05/2014,4,20:25,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,6,1,2,E01032739
201401CP00027,532420,180820,-0.093179,51.510745,48,3,2,1,31/05/2014,7,11:48,570,E09000001,3,3211,6,30,3,2,3,300,0,5,1,1,1,0,0,1,2,E01032739
201401CP00028,532460,181150,-0.092479,51.513701,48,3,2,1,20/05/2014,3,13:24,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00029,531720,180940,-0.103216,51.511987,48,3,2,1,19/02/2014,4,06:55,570,E09000001,3,3211,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00030,532700,181110,-0.089038,51.513285,48,3,1,2,25/02/2014,3,08:00,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,2,0,0,1,1,E01032739
201401CP00031,531730,180830,-0.103113,51.510996,48,3,3,1,28/02/2014,6,16:15,570,E09000001,3,3211,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00032,531640,181030,-0.104334,51.512814,48,3,2,1,28/03/2014,6,10:23,570,E09000001,3,201,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00033,531630,181130,-0.104441,51.513715,48,3,1,1,18/02/2014,3,09:10,570,E09000001,3,201,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,E01032740
201401CP00034,533540,180700,-0.077095,51.509403,1,2,1,2,26/02/2014,4,19:51,5,E09000030,3,100,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004293
201401CP00035,531890,181360,-0.10061,51.515721,48,3,1,2,27/02/2014,5,17:10,570,E09000001,3,40,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00036,532160,181420,-0.096699,51.516198,48,3,1,1,20/02/2014,5,09:58,570,E09000001,5,0,6,30,3,4,3,1,0,4,1,1,1,0,0,1,1,E01000001
201401CP00037,532130,181410,-0.097135,51.516115,48,3,1,1,23/02/2014,1,01:51,570,E09000001,3,1,6,30,3,4,5,0,0,4,4,1,1,0,0,1,1,E01000001
201401CP00038,532810,181170,-0.087431,51.513799,48,3,1,2,18/02/2014,3,07:00,570,E09000001,5,0,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01032739
201401CP00039,533710,180750,-0.074628,51.509812,1,3,2,1,16/02/2014,1,16:38,5,E09000030,3,100,6,30,6,2,3,1211,0,5,4,1,1,0,0,1,1,E01004293
201401CP00040,531550,181650,-0.105399,51.518407,1,3,2,1,01/02/2014,7,07:30,2,E09000007,3,201,6,30,6,2,4,500,0,5,4,8,2,0,0,1,1,E01032740
201401CP00041,532710,181120,-0.08889,51.513373,48,3,2,1,04/02/2014,3,06:15,570,E09000001,5,0,6,30,7,2,5,0,0,5,4,1,1,0,0,1,2,E01032739
201401CP00042,533200,181430,-0.081716,51.516043,48,3,1,1,10/02/2014,2,12:46,570,E09000001,3,1211,6,30,6,2,3,10,0,5,1,1,1,0,0,1,1,E01032739
201401CP00043,533070,180930,-0.083777,51.511581,48,3,1,2,11/02/2014,3,18:12,570,E09000001,5,0,6,30,3,4,5,0,0,4,4,1,1,0,0,1,1,E01032739
201401CP00044,531600,181340,-0.104795,51.515609,48,3,2,2,08/02/2014,7,21:30,570,E09000001,3,201,6,30,3,2,3,4208,0,5,4,4,2,0,0,1,1,E01032740
201401CP00045,532810,180920,-0.087525,51.511552,48,3,1,1,10/02/2014,2,10:33,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,1,E01032739
201401CP00046,532890,180700,-0.086456,51.509556,48,3,2,1,08/02/2014,7,18:53,570,E09000001,3,3211,6,30,3,2,5,0,0,5,4,2,2,0,0,1,1,E01032739
201401CP00047,533240,181530,-0.081102,51.516933,48,3,1,1,08/02/2014,7,00:46,570,E09000001,3,10,6,30,3,2,3,10,0,5,4,2,2,0,0,1,1,E01032739
201401CP00048,533340,181730,-0.079586,51.518706,48,2,1,1,05/02/2014,4,23:46,570,E09000001,3,10,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,E01032739
201401CP00049,531850,181700,-0.101059,51.518786,48,3,2,1,31/03/2014,2,18:45,570,E09000001,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00050,532860,181010,-0.086771,51.512349,48,2,1,1,26/03/2014,4,17:30,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,1,E01032739
201401CP00051,532950,180820,-0.085546,51.51062,48,3,1,1,26/03/2014,4,10:05,570,E09000001,3,10,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00052,531630,181170,-0.104426,51.514075,48,3,1,1,26/03/2014,4,15:20,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,6,1,2,E01032740
201401CP00053,532250,181200,-0.095485,51.514199,48,3,1,1,26/03/2014,4,19:52,570,E09000001,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01032739
201401CP00054,532840,180700,-0.087176,51.509568,48,2,3,1,27/03/2014,5,11:47,570,E09000001,3,3,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00055,531580,181170,-0.105146,51.514086,48,3,2,1,21/03/2014,6,16:35,570,E09000001,5,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00056,532100,181840,-0.097406,51.519986,48,3,1,1,21/03/2014,6,17:20,570,E09000001,3,1,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01000001
201401CP00057,532830,181030,-0.087195,51.512536,48,2,3,1,10/03/2014,2,11:49,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,4,2,1,1,E01032739
201401CP00059,532820,181520,-0.087155,51.516942,48,2,2,1,17/03/2014,2,17:15,570,E09000001,3,1211,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,E01032739
201401CP00060,533720,181260,-0.07429,51.514393,48,3,1,1,15/03/2014,7,14:50,570,E09000001,3,11,6,30,9,2,3,11,0,5,1,1,1,0,0,1,1,E01000005
201401CP00061,532480,180810,-0.092319,51.510641,48,2,2,1,14/03/2014,6,08:35,570,E09000001,3,3211,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00062,533680,180900,-0.075003,51.511167,48,3,2,1,12/03/2014,4,12:00,570,E09000001,3,1211,6,30,3,2,3,1211,0,5,1,1,1,0,0,1,1,E01000005
201401CP00063,532400,181330,-0.093276,51.515333,48,3,2,1,12/03/2014,4,23:20,570,E09000001,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000002
201401CP00064,532930,180830,-0.085831,51.510715,48,3,1,1,11/03/2014,3,18:45,570,E09000001,3,10,6,30,9,2,5,0,0,5,4,1,1,0,6,1,1,E01032739
201401CP00065,533670,180750,-0.075204,51.509822,1,3,1,2,07/03/2014,6,19:13,5,E09000030,3,100,6,30,6,2,3,1211,0,5,4,1,1,0,0,1,1,E01000005
201401CP00067,532740,181130,-0.088454,51.513456,48,3,1,1,07/03/2014,6,08:00,570,E09000001,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00068,533250,181530,-0.080958,51.51693,48,3,1,1,01/03/2014,7,22:00,570,E09000001,3,10,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00069,531760,180950,-0.102636,51.512067,48,3,2,1,03/03/2014,2,07:00,570,E09000001,3,3211,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00072,531620,181170,-0.10457,51.514077,48,3,1,1,11/04/2014,6,14:00,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00075,531560,181560,-0.105289,51.517596,48,2,2,2,30/04/2014,4,20:00,570,E09000001,3,201,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00078,531660,180920,-0.104087,51.511821,48,3,2,1,28/04/2014,2,12:56,570,E09000001,3,201,6,30,3,2,3,3211,0,5,1,1,1,0,0,1,1,E01032739
201401CP00079,532030,181310,-0.098613,51.515239,48,3,1,1,04/04/2014,6,09:50,570,E09000001,3,40,6,30,3,4,3,40,0,1,1,1,1,0,0,1,2,E01032739
201401CP00081,532790,181530,-0.087583,51.517038,48,3,1,1,28/04/2014,2,10:30,570,E09000001,3,1211,6,30,3,4,3,1211,0,0,1,1,1,0,0,1,1,E01032739
201401CP00083,531500,181170,-0.106299,51.514105,48,3,2,2,28/04/2014,2,15:05,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00084,532460,180960,-0.092551,51.511993,48,3,1,1,27/04/2014,1,12:25,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00087,532970,180950,-0.085209,51.511784,48,3,2,1,22/04/2014,3,15:50,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00088,533280,181590,-0.080503,51.517462,48,3,2,2,25/04/2014,6,18:50,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00091,533280,181590,-0.080503,51.517462,48,3,2,1,25/04/2014,6,07:50,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00092,533760,180690,-0.07393,51.509261,1,3,2,2,27/04/2014,1,06:37,5,E09000030,3,100,6,30,6,4,3,1203,0,7,1,1,1,0,0,1,1,E01004293
201401CP00093,532980,181120,-0.085001,51.513309,48,3,1,1,26/04/2014,7,02:41,570,E09000001,5,0,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00095,532270,181020,-0.095265,51.512577,48,2,1,1,23/04/2014,4,21:15,570,E09000001,5,0,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00098,533370,181120,-0.079384,51.513217,48,3,2,1,01/04/2014,3,18:37,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00102,533680,180890,-0.075007,51.511077,48,3,1,1,16/04/2014,4,16:26,570,E09000001,3,1211,6,30,3,4,3,1211,0,0,1,1,1,0,0,1,1,E01000005
201401CP00103,533200,181960,-0.081515,51.520806,1,3,2,1,03/04/2014,5,17:05,4,E09000012,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00105,532360,180990,-0.09398,51.512286,48,3,2,1,04/04/2014,6,19:00,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00106,532840,181520,-0.086867,51.516937,48,3,2,1,06/04/2014,1,12:01,570,E09000001,3,1211,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00107,531630,181170,-0.104426,51.514075,48,1,2,1,03/04/2014,5,10:00,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00108,532770,181750,-0.087789,51.51902,48,3,1,1,05/04/2014,7,14:22,570,E09000001,3,501,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00111,531850,181710,-0.101056,51.518876,48,3,2,1,02/04/2014,4,07:02,570,E09000001,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00112,532000,181040,-0.099146,51.51282,48,3,1,1,04/04/2014,6,15:15,570,E09000001,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00114,533320,181660,-0.0799,51.518082,48,3,1,2,08/04/2014,3,16:22,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00118,533020,180820,-0.084538,51.510604,48,3,2,1,08/04/2014,3,14:40,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00119,532650,181270,-0.089698,51.514735,48,3,2,2,14/04/2014,2,05:11,570,E09000001,5,0,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00120,532180,181060,-0.096546,51.512958,48,3,2,2,10/04/2014,5,09:15,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00121,532130,181380,-0.097146,51.515845,48,3,2,1,09/04/2014,4,07:35,570,E09000001,3,1,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01000001
201401CP00122,531630,180800,-0.104564,51.510749,48,3,2,2,09/04/2014,4,15:13,570,E09000001,3,201,6,30,3,2,3,3211,0,5,1,1,1,0,0,2,1,E01032739
201401CP00125,532220,181030,-0.095981,51.512679,48,2,1,1,10/04/2014,5,06:02,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00126,531550,181650,-0.105399,51.518407,1,2,2,1,28/04/2014,2,20:47,2,E09000007,3,201,6,30,6,2,4,500,0,5,4,1,1,0,0,1,1,E01032740
201401CP00127,533030,181110,-0.084285,51.513208,48,2,1,1,13/04/2014,1,00:50,570,E09000001,3,10,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00129,532220,180950,-0.096011,51.51196,48,3,2,1,28/04/2014,2,09:10,570,E09000001,5,0,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01032739
201401CP00131,532700,181550,-0.088872,51.517239,48,2,1,1,20/05/2014,3,18:00,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00132,531400,180820,-0.107869,51.510983,48,3,2,1,21/05/2014,4,17:16,570,E09000001,3,3211,6,40,5,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00133,533330,181690,-0.079745,51.518349,48,3,2,1,20/05/2014,3,17:55,570,E09000001,3,10,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00134,533440,180710,-0.078531,51.509516,1,3,2,1,26/05/2014,2,14:26,5,E09000030,3,3211,3,30,3,4,5,0,0,0,1,1,2,0,0,1,1,E01032739
201401CP00135,533040,181120,-0.084137,51.513295,48,3,2,1,29/05/2014,5,17:37,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,2,2,0,0,1,1,E01032739
201401CP00136,533210,181420,-0.081575,51.515951,48,2,3,1,26/05/2014,2,16:44,570,E09000001,3,10,6,30,6,2,3,1211,0,5,1,1,1,0,0,1,1,E01032739
201401CP00137,532410,181320,-0.093136,51.51524,48,3,2,1,27/05/2014,3,18:41,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000002
201401CP00138,531790,181380,-0.102043,51.515924,48,3,1,1,21/05/2014,4,09:48,570,E09000001,5,0,6,30,6,2,3,40,0,5,1,1,1,0,0,1,1,E01032740
201401CP00139,532880,181200,-0.086411,51.514052,48,3,1,1,23/05/2014,6,18:10,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,6,1,1,E01032739
201401CP00140,532480,181300,-0.092135,51.515044,48,3,1,1,12/05/2014,2,17:45,570,E09000001,5,0,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,E01032739
201401CP00141,532530,181140,-0.091475,51.513595,48,3,1,1,22/05/2014,5,09:20,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00142,532110,181060,-0.097554,51.512974,48,3,1,1,16/05/2014,6,13:20,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00143,532440,181950,-0.092467,51.520895,48,3,2,1,20/05/2014,3,08:52,570,E09000001,4,100,6,30,6,2,5,0,0,0,1,1,1,0,0,1,1,E01000002
201401CP00144,532790,180720,-0.087888,51.509759,48,3,1,1,19/05/2014,2,10:08,570,E09000001,3,3211,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00146,532850,181020,-0.086911,51.512441,48,3,1,2,12/05/2014,2,13:10,570,E09000001,5,0,2,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00147,532320,181190,-0.094481,51.514093,48,3,2,1,13/05/2014,3,12:10,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,2,2,0,0,1,1,E01032739
201401CP00148,532780,180400,-0.088153,51.506886,48,3,2,1,18/05/2014,1,00:03,570,E09000001,3,3,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01003929
201401CP00149,532020,181360,-0.098738,51.515691,48,3,2,1,07/05/2014,4,22:10,570,E09000001,3,40,2,30,3,4,6,0,0,4,4,1,1,0,0,1,2,E01032739
201401CP00150,532970,180960,-0.085205,51.511874,48,2,1,1,07/05/2014,4,08:47,570,E09000001,3,10,3,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00151,532410,180820,-0.093323,51.510747,48,2,2,1,13/05/2014,3,19:50,570,E09000001,3,3211,3,30,3,2,3,300,0,0,1,1,1,0,0,1,1,E01032739
201401CP00152,532420,180830,-0.093175,51.510835,48,3,2,1,08/05/2014,5,19:29,570,E09000001,3,3211,3,30,3,2,3,300,0,5,7,1,1,0,0,1,1,E01032739
201401CP00153,531780,180810,-0.1024,51.510804,48,2,3,2,07/05/2014,4,14:09,570,E09000001,3,3211,3,30,9,4,3,3211,0,0,1,1,1,0,0,2,1,E01032739
201401CP00154,532860,180840,-0.086835,51.510821,48,3,2,1,09/05/2014,6,12:55,570,E09000001,5,0,6,30,3,2,3,501,0,0,1,1,1,0,0,1,2,E01032739
201401CP00155,532850,180750,-0.087013,51.510015,48,2,1,1,09/05/2014,6,18:33,570,E09000001,3,3,3,30,3,2,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00156,533250,181530,-0.080958,51.51693,48,3,1,1,28/05/2014,4,17:50,570,E09000001,3,10,6,30,3,2,5,0,0,0,1,1,1,0,0,1,2,E01032739
201401CP00157,531600,181330,-0.104799,51.515519,48,3,1,1,09/05/2014,6,18:40,570,E09000001,3,201,3,30,3,2,3,4208,0,5,1,1,1,0,0,1,1,E01032740
201401CP00158,532840,180680,-0.087183,51.509388,48,3,1,1,07/05/2014,4,14:47,570,E09000001,3,3,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00159,533360,181120,-0.079528,51.51322,48,2,6,2,04/05/2014,1,03:10,570,E09000001,5,0,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,E01032739
201401CP00160,532700,181110,-0.089038,51.513285,48,2,2,1,03/05/2014,7,08:45,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00161,533060,181450,-0.083724,51.516256,48,3,2,1,03/05/2014,7,06:52,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00162,531550,181660,-0.105396,51.518497,1,3,1,1,23/01/2014,5,22:08,2,E09000007,4,500,6,30,6,2,3,201,0,5,4,1,1,0,0,1,1,E01000916
201401CP00163,532700,181110,-0.089038,51.513285,48,3,2,1,24/03/2014,2,09:17,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00165,533060,181230,-0.083807,51.514279,48,3,2,1,28/06/2014,7,23:47,570,E09000001,3,10,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00166,531560,181560,-0.105289,51.517596,48,3,2,1,21/06/2014,7,14:00,570,E09000001,3,201,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00167,531640,180990,-0.104349,51.512455,48,3,2,1,29/06/2014,1,19:15,570,E09000001,3,201,6,30,3,4,5,0,0,0,1,2,2,0,0,1,1,E01032740
201401CP00169,533500,180690,-0.077675,51.509323,1,3,1,1,28/06/2014,7,03:44,5,E09000030,3,100,6,30,3,4,3,100,0,0,4,1,1,0,0,1,1,E01004293
201401CP00170,533730,181250,-0.07415,51.514301,48,3,1,1,26/06/2014,5,00:03,570,E09000001,3,11,2,30,9,2,3,11,0,5,4,1,1,0,0,1,1,E01000005
201401CP00171,532530,181060,-0.091505,51.512876,48,3,2,1,24/06/2014,3,09:16,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00172,532850,180850,-0.086975,51.510913,48,3,1,1,18/06/2014,4,15:00,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00173,531640,180900,-0.104383,51.511646,48,3,2,1,20/06/2014,6,09:18,570,E09000001,3,201,6,30,3,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
